2017/07	20,273,905	653,997	87,230,216	SIGNAL
2017/08	13,478,408	434,787	100,708,624	SIGNAL
2017/09	8,527,870	284,262	109,236,494	SIGNAL
2017/10	8,063,000	260,097	117,299,494	SIGNAL
2017/11	7,664,029	255,468	124,963,523	SIGNAL
2017/12	8,398,795	270,929	133,362,318	SIGNAL
2018/01	8,168,678	263,506	141,530,996	SIGNAL
2018/02	6,491,495	231,839	148,022,491	SIGNAL
2018/03	6,458,996	208,355	154,481,487	SIGNAL
2018/04	6,008,213	200,274	160,489,700	SIGNAL
2018/05	5,011,959	161,676	165,501,659	SIGNAL
2018/06	4,843,769	161,459	170,345,428	SIGNAL
2018/07	5,116,765	165,057	175,462,193	SIGNAL
2018/08	4,294,990	138,548	179,757,183	SIGNAL
2018/09	3,653,906	121,797	183,411,089	SIGNAL
2018/10	3,706,879	119,577	187,117,968	SIGNAL
2018/11	4,015,951	133,865	191,133,919	SIGNAL
2018/12	3,848,497	124,145	194,982,416	SIGNAL
2019/01	4,113,537	132,695	199,095,953	SIGNAL
2019/02	3,774,453	134,802	202,870,406	SIGNAL
2019/03	3,406,873	109,899	206,277,279	SIGNAL
2019/04	3,017,232	100,574	209,294,511	SIGNAL
2019/05	915,117	101,680	210,209,628	SIGNAL
2018/07	68,676,620	2,985,940	68,676,620	Dance The Night Away
2018/08	27,852,167	898,457	96,528,787	Dance The Night Away
2018/09	16,259,853	541,995	112,788,640	Dance The Night Away
2018/10	12,181,665	392,957	124,970,305	Dance The Night Away
2018/11	10,559,885	351,996	135,530,190	Dance The Night Away
2018/12	8,062,282	260,074	143,592,472	Dance The Night Away
2019/01	7,561,501	243,919	151,153,973	Dance The Night Away
2019/02	6,861,021	245,036	158,014,994	Dance The Night Away
2019/03	6,051,437	195,208	164,066,431	Dance The Night Away
2019/04	5,170,078	172,336	169,236,509	Dance The Night Away
2019/05	1,698,658	188,740	170,935,167	Dance The Night Away
2018/01	23,002,000	1,095,333	23,002,000	Candy Pop
2018/02	16,306,521	582,376	39,308,521	Candy Pop
2018/03	10,383,195	334,942	49,691,716	Candy Pop
2018/04	8,787,129	292,904	58,478,845	Candy Pop
2018/05	9,134,603	294,665	67,613,448	Candy Pop
2018/06	6,223,151	207,438	73,836,599	Candy Pop
2018/07	3,258,918	105,126	77,095,517	Candy Pop
2018/08	3,013,862	97,221	80,109,379	Candy Pop
2018/09	3,503,487	116,783	83,612,866	Candy Pop
2018/10	2,922,667	94,280	86,535,533	Candy Pop
2018/11	2,605,886	86,863	89,141,419	Candy Pop
2018/12	2,868,480	92,532	92,009,899	Candy Pop
2019/01	2,643,887	85,287	94,653,786	Candy Pop
2019/02	2,165,118	77,326	96,818,904	Candy Pop
2019/03	1,609,845	51,930	98,428,749	Candy Pop
2019/04	1,617,711	53,924	100,046,460	Candy Pop
2019/05	395,014	43,890	100,441,474	Candy Pop
2018/04	8,289,807	1,184,258	8,289,807	Wake Me Up
2018/05	11,628,110	375,100	19,917,917	Wake Me Up
2018/06	4,957,951	165,265	24,875,868	Wake Me Up
2018/07	1,841,100	59,390	26,716,968	Wake Me Up
2018/08	1,764,478	56,919	28,481,446	Wake Me Up
2018/09	1,559,169	51,972	30,040,615	Wake Me Up
2018/10	2,134,629	68,859	32,175,244	Wake Me Up
2018/11	1,980,121	66,004	34,155,365	Wake Me Up
2018/12	1,676,306	54,074	35,831,671	Wake Me Up
2019/01	1,863,331	60,107	37,695,002	Wake Me Up
2019/02	1,498,269	53,510	39,193,271	Wake Me Up
2019/03	1,442,623	46,536	40,635,894	Wake Me Up
2019/04	1,339,955	44,665	41,975,849	Wake Me Up
2019/05	349,182	38,798	42,325,031	Wake Me Up
2018/08	13,934,715	870,920	13,934,715	BDZ
2018/09	8,774,402	292,480	22,709,117	BDZ
2018/10	3,458,049	111,550	26,167,166	BDZ
2018/11	1,888,544	62,951	28,055,710	BDZ
2018/12	1,655,602	53,407	29,711,312	BDZ
2019/01	1,981,110	63,907	31,692,422	BDZ
2019/02	1,386,033	49,501	33,078,455	BDZ
2019/03	1,672,311	53,946	34,750,766	BDZ
2019/04	1,501,124	50,037	36,251,890	BDZ
2019/05	364,455	40,495	36,616,345	BDZ
2018/06	10,964,485	644,970	10,964,485	I Want You Back
2018/07	4,928,094	158,971	15,892,579	I Want You Back
2018/08	3,621,221	116,814	19,513,800	I Want You Back
2018/09	2,113,716	70,457	21,627,516	I Want You Back
2018/10	1,579,027	50,936	23,206,543	I Want You Back
2018/11	1,388,575	46,286	24,595,118	I Want You Back
2018/12	1,121,498	36,177	25,716,616	I Want You Back
2019/01	1,247,802	40,252	26,964,418	I Want You Back
2019/02	959,691	34,275	27,924,109	I Want You Back
2019/03	940,377	30,335	28,864,486	I Want You Back
2019/04	922,252	30,742	29,786,738	I Want You Back
2019/05	238,700	26,522	30,025,438	I Want You Back









